ID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.Make,Indentification.Model,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
130,144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,36,Automatic transmission,BMW,3 Series Sedan,2011,265,425
131,195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,36,Manual transmission,Chevrolet,Cruze,2012,138,123
132,195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 136 hp 123 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,36,Manual transmission,Chevrolet,Cruze,2011,136,123
133,195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic,24,Gasoline,36,Automatic transmission,Chevrolet,Cruze,2011,138,148
134,195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic,24,Gasoline,36,Automatic transmission,Chevrolet,Cruze,2011,138,148
135,195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,36,Automatic transmission,Chevrolet,Cruze,2011,138,148
136,233,103,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 109 hp 107 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,36,Manual transmission,Nissan,Versa Sedan,2012,109,107
137,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris 5-Door Liftback,2011,106,103
138,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris 5-Door Liftback,2010,106,103
139,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris 3-Door Liftback,2011,106,103
140,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris 3-Door Liftback,2010,106,103
141,180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris Sedan,2011,106,103
142,180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,Toyota,Yaris Sedan,2010,106,103
143,127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,MINI,Cooper Hardtop,2012,121,114
144,127,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,MINI,Cooper Hardtop,2011,121,114
145,134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,MINI,Cooper Convertible,2011,121,114
146,127,114,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,MINI,Cooper Convertible,2010,118,114
147,144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,36,Automatic transmission,MINI,Clubman,2011,121,114
148,147,99,148,Front-wheel drive,MINI 1.6L 4 Cylinder 118 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,36,Manual transmission,MINI,Clubman,2010,118,114
149,99,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission,MINI,Cooper Coupe,2012,121,114
150,223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,36,Automatic transmission,Buick,Lacrosse,2012,182,172
151,223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,36,Automatic transmission,Buick,Lacrosse,2012,182,172
152,223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,36,Automatic transmission,Buick,Lacrosse,2012,182,172
153,223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,36,Automatic transmission,Buick,Lacrosse,2012,182,172
154,185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,Ford,Focus 5-Door,2012,160,146
155,180,176,239,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission,Kia,Forte,2012,156,144
156,180,176,239,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission,Kia,Forte,2012,156,144
157,180,244,239,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission,Kia,Forte 5-Door,2012,156,144
158,155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,Honda,Civic Sedan,2012,140,128
159,155,151,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,Honda,Civic Sedan,2012,140,128
160,117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,Honda,Civic Coupe,2012,140,128
161,117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,Honda,Civic Coupe,2012,140,128
162,117,105,216,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission,Honda,Civic Coupe,2012,140,128
163,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,Ford,Focus Sedan,2011,140,136
164,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,Ford,Focus Sedan,2011,140,136
165,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,25,Gasoline,35,Manual transmission,Ford,Focus Sedan,2011,140,136
166,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Sedan,2010,140,136
167,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Sedan,2010,140,136
168,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Sedan,2010,140,136
169,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Sedan,2010,140,136
170,208,93,188,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Coupe,2010,140,136
171,208,93,188,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,35,Manual transmission,Ford,Focus Coupe,2010,140,136
172,186,220,227,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,28,Gasoline,35,Manual transmission,Toyota,Corolla,2011,132,128
173,186,202,227,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,28,Gasoline,35,Manual transmission,Toyota,Corolla,2011,132,128
174,186,187,224,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Toyota,Corolla,2010,132,128
175,186,187,224,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Toyota,Corolla,2010,132,128
176,226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo,2011,108,105
177,226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo,2011,108,105
178,226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo,2011,108,105
179,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2011,108,105
180,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2011,108,105
181,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2011,108,105
182,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2010,108,105
183,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2010,108,105
184,226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,Chevrolet,Aveo5,2010,108,105
185,175,235,39,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,35,Manual transmission,Kia,Optima,2011,200,186
186,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,35,Manual transmission,Hyundai,Sonata,2012,198,184
187,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Hyundai,Sonata,2012,190,179
188,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Hyundai,Sonata,2012,200,186
189,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Hyundai,Sonata,2012,190,179
190,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Hyundai,Sonata,2012,198,184
191,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Hyundai,Sonata,2012,198,184
192,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,200,186
193,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,198,184
194,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,35,Manual transmission,Hyundai,Sonata,2011,198,184
195,190,212,41,Front-wheel drive,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,274,269
196,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,190,179
197,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,190,179
198,190,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,35,Automatic transmission,Hyundai,Sonata,2011,200,186
199,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,35,Automatic transmission,Honda,Fit,2011,117,106
200,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,35,Automatic transmission,Honda,Fit,2010,117,106
201,195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,35,Automatic transmission,Chevrolet,Cruze,2012,138,123
202,195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 136 hp 123 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,35,Automatic transmission,Chevrolet,Cruze,2011,136,123
203,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,Mazda,Mazda2,2011,100,98
204,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,Mazda,Mazda2,2011,100,98
205,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris 5-Door Liftback,2011,106,103
206,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris 5-Door Liftback,2010,106,103
207,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris 3-Door Liftback,2011,106,103
208,244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris 3-Door Liftback,2010,106,103
209,180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris Sedan,2011,106,103
210,180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,Toyota,Yaris Sedan,2010,106,103
211,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,Toyota,Yaris 3-Door Liftback,2012,106,103
212,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,Toyota,Yaris 3-Door Liftback,2012,106,103
213,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,Toyota,Yaris 5-Door Liftback,2012,106,103
214,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,Toyota,Yaris 5-Door Liftback,2012,106,103
215,228,89,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,Toyota,Yaris 5-Door Liftback,2012,106,103
216,127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Hardtop,2012,181,177
217,127,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Hardtop,2011,181,177
218,134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Convertible,2012,121,114
219,134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,MINI,Cooper Convertible,2012,121,114
220,134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Convertible,2012,181,177
221,134,139,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,MINI,Cooper Convertible,2011,121,114
222,134,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Convertible,2011,181,177
223,144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Clubman,2012,121,114
224,144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,35,Automatic transmission,MINI,Clubman,2012,121,114
225,152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Clubman,2012,181,177
226,144,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,MINI,Clubman,2011,121,114
227,152,119,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Clubman,2011,181,177
228,26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Countryman,2012,121,114
229,26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,MINI,Countryman,2011,121,114
230,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Sedan,2012,138,125
231,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Sedan,2012,138,125
232,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Sedan,2012,138,125
233,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Sedan,2012,138,125
234,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Sedan,2012,138,125
235,236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Sedan,2012,138,125
236,104,144,148,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,MINI,Cooper Coupe,2012,181,177
237,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission,Toyota,Camry,2012,178,170
238,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission,Toyota,Camry,2012,178,170
239,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission,Toyota,Camry,2012,178,170
240,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission,Toyota,Camry,2012,178,170
241,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Hatchback,2012,138,125
242,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Hatchback,2012,138,125
243,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Hatchback,2012,138,125
244,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Hatchback,2012,138,125
245,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,Chevrolet,Sonic Hatchback,2012,138,125
246,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,Chevrolet,Sonic Hatchback,2012,138,125
247,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,Mazda,Mazda2,2012,100,98
248,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,35,Manual transmission,Mazda,Mazda2,2012,100,98
249,174,235,38,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,35,Manual transmission,Kia,Optima,2012,200,186
250,174,235,38,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Kia,Optima,2012,200,186
251,174,235,38,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission,Kia,Optima,2012,200,186
252,74,23,249,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,Kia,Soul,2012,138,123
253,74,23,249,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic,27,Gasoline,35,Automatic transmission,Kia,Soul,2012,138,123
254,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,35,Automatic transmission,Honda,Fit,2012,117,106
255,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2011,140,136
256,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2011,140,136
257,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2011,140,136
258,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2011,140,136
259,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2010,140,136
260,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2010,140,136
261,208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,34,Automatic transmission,Ford,Focus Sedan,2010,140,136
